YEAR,MONTH,DATE,PRODUCT_KEY,หมวดบัญชี,TYPE,NT,PRODUCT_NAME,ITEM,BUSINESS_GROUP,SUB_ITEM,SERVICE_GROUP,BUSINESS,SERVICE,PRODUCT,REPORT_CODE,GL_GROUP,CUSTOMER_GROUP_KEY,EXPENSE_VALUE,AMOUNT,REVENUE_VALUE
2025,1,2025-01-01,141204065,C02 ค่าสวัสดิการ,03 ค่าใช้จ่ายขายและการตลาด,NT,1.2 กลุ่มบริการ Dark Fiber,1,1 Hard Infrastructure,1.2,1.2 กลุ่มบริการ Dark Fiber,1 Hard Infrastructure,1.2 กลุ่มบริการ Dark Fiber,141204065 1.2 กลุ่มบริการ Dark Fiber,C02,ค่าสวัสดิการ,,36215.51941115322,36215.51941115322,0.0
2025,1,2025-01-01,141204065,C08 ค่าใช้จ่ายเกี่ยวกับการกำกับดูแลของ กสทช.,03 ค่าใช้จ่ายขายและการตลาด,NT,1.2 กลุ่มบริการ Dark Fiber,1,1 Hard Infrastructure,1.2,1.2 กลุ่มบริการ Dark Fiber,1 Hard Infrastructure,1.2 กลุ่มบริการ Dark Fiber,141204065 1.2 กลุ่มบริการ Dark Fiber,C08,ค่าใช้จ่ายเกี่ยวกับการกำกับดูแลของ กสทช.,,47002.06249548468,47002.06249548468,0.0
2025,1,2025-01-01,141204065,C06 ค่าใช้จ่ายการตลาดและส่งเสริมการขาย,04 ค่าใช้จ่ายสนับสนุน,NT,1.2 กลุ่มบริการ Dark Fiber,1,1 Hard Infrastructure,1.2,1.2 กลุ่มบริการ Dark Fiber,1 Hard Infrastructure,1.2 กลุ่มบริการ Dark Fiber,141204065 1.2 กลุ่มบริการ Dark Fiber,C06,ค่าใช้จ่ายการตลาดและส่งเสริมการขาย,,41421.330016891385,41421.330016891385,0.0
2025,1,2025-01-01,141204065,C08 ค่าใช้จ่ายเกี่ยวกับการกำกับดูแลของ กสทช.,04 ค่าใช้จ่ายสนับสนุน,NT,1.2 กลุ่มบริการ Dark Fiber,1,1 Hard Infrastructure,1.2,1.2 กลุ่มบริการ Dark Fiber,1 Hard Infrastructure,1.2 กลุ่มบริการ Dark Fiber,141204065 1.2 กลุ่มบริการ Dark Fiber,C08,ค่าใช้จ่ายเกี่ยวกับการกำกับดูแลของ กสทช.,,40973.0574630703,40973.0574630703,0.0
2025,1,2025-01-01,141204065,C05 ค่าสาธารณูปโภค,04 ค่าใช้จ่ายสนับสนุน,NT,1.2 กลุ่มบริการ Dark Fiber,1,1 Hard Infrastructure,1.2,1.2 กลุ่มบริการ Dark Fiber,1 Hard Infrastructure,1.2 กลุ่มบริการ Dark Fiber,141204065 1.2 กลุ่มบริการ Dark Fiber,C05,ค่าสาธารณูปโภค,,51183.049498333115,51183.049498333115,0.0
2025,1,2025-01-01,144287676,R02 รายได้2 International,01 รายได้,NT,2.1 กลุ่มบริการ IIG,2,2 International,2.1,2.1 กลุ่มบริการ IIG,2 International,2.1 กลุ่มบริการ IIG,144287676 2.1 กลุ่มบริการ IIG,R02,รายได้2 International,,0.0,0.0,478679.2775944567
2025,1,2025-01-01,144287676,C15 ค่าใช้จ่ายบริการอื่น,02 ต้นทุนบริการ,NT,2.1 กลุ่มบริการ IIG,2,2 International,2.1,2.1 กลุ่มบริการ IIG,2 International,2.1 กลุ่มบริการ IIG,144287676 2.1 กลุ่มบริการ IIG,C15,ค่าใช้จ่ายบริการอื่น,,22769.663376735083,22769.663376735083,0.0
2025,1,2025-01-01,144287676,C02 ค่าสวัสดิการ,02 ต้นทุนบริการ,NT,2.1 กลุ่มบริการ IIG,2,2 International,2.1,2.1 กลุ่มบริการ IIG,2 International,2.1 กลุ่มบริการ IIG,144287676 2.1 กลุ่มบริการ IIG,C02,ค่าสวัสดิการ,,-35915.7422801866,-35915.7422801866,0.0
2025,1,2025-01-01,144287676,C10 ค่าใช้จ่ายบริการโทรคมนาคม,02 ต้นทุนบริการ,NT,2.1 กลุ่มบริการ IIG,2,2 International,2.1,2.1 กลุ่มบริการ IIG,2 International,2.1 กลุ่มบริการ IIG,144287676 2.1 กลุ่มบริการ IIG,C10,ค่าใช้จ่ายบริการโทรคมนาคม,,8158.298847292726,8158.298847292726,0.0
2025,1,2025-01-01,144287676,C08 ค่าใช้จ่ายเกี่ยวกับการกำกับดูแลของ กสทช.,02 ต้นทุนบริการ,NT,2.1 กลุ่มบริการ IIG,2,2 International,2.1,2.1 กลุ่มบริการ IIG,2 International,2.1 กลุ่มบริการ IIG,144287676 2.1 กลุ่มบริการ IIG,C08,ค่าใช้จ่ายเกี่ยวกับการกำกับดูแลของ กสทช.,,48497.94518720358,48497.94518720358,0.0
2025,1,2025-01-01,144287676,C07 ค่าใช้จ่ายเผยแพร่ประชาสัมพันธ์,03 ค่าใช้จ่ายขายและการตลาด,NT,2.1 กลุ่มบริการ IIG,2,2 International,2.1,2.1 กลุ่มบริการ IIG,2 International,2.1 กลุ่มบริการ IIG,144287676 2.1 กลุ่มบริการ IIG,C07,ค่าใช้จ่ายเผยแพร่ประชาสัมพันธ์,,19499.011245256894,19499.011245256894,0.0
2025,1,2025-01-01,144287676,C01 ค่าใช้จ่ายตอบแทนแรงงาน,03 ค่าใช้จ่ายขายและการตลาด,NT,2.1 กลุ่มบริการ IIG,2,2 International,2.1,2.1 กลุ่มบริการ IIG,2 International,2.1 กลุ่มบริการ IIG,144287676 2.1 กลุ่มบริการ IIG,C01,ค่าใช้จ่ายตอบแทนแรงงาน,,7833.935251889218,7833.935251889218,0.0
2025,1,2025-01-01,144287676,C05 ค่าสาธารณูปโภค,03 ค่าใช้จ่ายขายและการตลาด,NT,2.1 กลุ่มบริการ IIG,2,2 International,2.1,2.1 กลุ่มบริการ IIG,2 International,2.1 กลุ่มบริการ IIG,144287676 2.1 กลุ่มบริการ IIG,C05,ค่าสาธารณูปโภค,,39593.58981519233,39593.58981519233,0.0
2025,1,2025-01-01,144287676,C15 ค่าใช้จ่ายบริการอื่น,03 ค่าใช้จ่ายขายและการตลาด,NT,2.1 กลุ่มบริการ IIG,2,2 International,2.1,2.1 กลุ่มบริการ IIG,2 International,2.1 กลุ่มบริการ IIG,144287676 2.1 กลุ่มบริการ IIG,C15,ค่าใช้จ่ายบริการอื่น,,45044.833206150586,45044.833206150586,0.0
2025,1,2025-01-01,144287676,C03 ค่าใช้จ่ายพัฒนาและฝึกอบรมบุคลากร,03 ค่าใช้จ่ายขายและการตลาด,NT,2.1 กลุ่มบริการ IIG,2,2 International,2.1,2.1 กลุ่มบริการ IIG,2 International,2.1 กลุ่มบริการ IIG,144287676 2.1 กลุ่มบริการ IIG,C03,ค่าใช้จ่ายพัฒนาและฝึกอบรมบุคลากร,,21801.260723969845,21801.260723969845,0.0
2025,1,2025-01-01,144287676,C10 ค่าใช้จ่ายบริการโทรคมนาคม,04 ค่าใช้จ่ายสนับสนุน,NT,2.1 กลุ่มบริการ IIG,2,2 International,2.1,2.1 กลุ่มบริการ IIG,2 International,2.1 กลุ่มบริการ IIG,144287676 2.1 กลุ่มบริการ IIG,C10,ค่าใช้จ่ายบริการโทรคมนาคม,,22411.266625288474,22411.266625288474,0.0
2025,1,2025-01-01,144287676,C02 ค่าสวัสดิการ,04 ค่าใช้จ่ายสนับสนุน,NT,2.1 กลุ่มบริการ IIG,2,2 International,2.1,2.1 กลุ่มบริการ IIG,2 International,2.1 กลุ่มบริการ IIG,144287676 2.1 กลุ่มบริการ IIG,C02,ค่าสวัสดิการ,,24930.403854526754,24930.403854526754,0.0
2025,1,2025-01-01,144287676,C03 ค่าใช้จ่ายพัฒนาและฝึกอบรมบุคลากร,04 ค่าใช้จ่ายสนับสนุน,NT,2.1 กลุ่มบริการ IIG,2,2 International,2.1,2.1 กลุ่มบริการ IIG,2 International,2.1 กลุ่มบริการ IIG,144287676 2.1 กลุ่มบริการ IIG,C03,ค่าใช้จ่ายพัฒนาและฝึกอบรมบุคลากร,,41298.086117179635,41298.086117179635,0.0
2025,1,2025-01-01,144287676,C06 ค่าใช้จ่ายการตลาดและส่งเสริมการขาย,04 ค่าใช้จ่ายสนับสนุน,NT,2.1 กลุ่มบริการ IIG,2,2 International,2.1,2.1 กลุ่มบริการ IIG,2 International,2.1 กลุ่มบริการ IIG,144287676 2.1 กลุ่มบริการ IIG,C06,ค่าใช้จ่ายการตลาดและส่งเสริมการขาย,,19610.244996128284,19610.244996128284,0.0
2025,1,2025-01-01,144287676,C01 ค่าใช้จ่ายตอบแทนแรงงาน,04 ค่าใช้จ่ายสนับสนุน,NT,2.1 กลุ่มบริการ IIG,2,2 International,2.1,2.1 กลุ่มบริการ IIG,2 International,2.1 กลุ่มบริการ IIG,144287676 2.1 กลุ่มบริการ IIG,C01,ค่าใช้จ่ายตอบแทนแรงงาน,,42922.193105875,42922.193105875,0.0
2025,1,2025-01-01,160628613,R02 รายได้2 International,01 รายได้,NT,2.3 กลุ่มบริการ Connectivity,2,2 International,2.3,2.3 กลุ่มบริการ Connectivity,2 International,2.3 กลุ่มบริการ Connectivity,160628613 2.3 กลุ่มบริการ Connectivity,R02,รายได้2 International,,0.0,0.0,367416.7704636657
2025,1,2025-01-01,160628613,C04 ค่าซ่อมแซมและบำรุงรักษาและวัสดุใช้ไป,02 ต้นทุนบริการ,NT,2.3 กลุ่มบริการ Connectivity,2,2 International,2.3,2.3 กลุ่มบริการ Connectivity,2 International,2.3 กลุ่มบริการ Connectivity,160628613 2.3 กลุ่มบริการ Connectivity,C04,ค่าซ่อมแซมและบำรุงรักษาและวัสดุใช้ไป,,6707.327562967778,6707.327562967778,0.0
2025,1,2025-01-01,160628613,C07 ค่าใช้จ่ายเผยแพร่ประชาสัมพันธ์,02 ต้นทุนบริการ,NT,2.3 กลุ่มบริการ Connectivity,2,2 International,2.3,2.3 กลุ่มบริการ Connectivity,2 International,2.3 กลุ่มบริการ Connectivity,160628613 2.3 กลุ่มบริการ Connectivity,C07,ค่าใช้จ่ายเผยแพร่ประชาสัมพันธ์,,50977.80090732118,50977.80090732118,0.0
2025,1,2025-01-01,160628613,C13 ค่าเช่าและค่าใช้สินทรัพย์,02 ต้นทุนบริการ,NT,2.3 กลุ่มบริการ Connectivity,2,2 International,2.3,2.3 กลุ่มบริการ Connectivity,2 International,2.3 กลุ่มบริการ Connectivity,160628613 2.3 กลุ่มบริการ Connectivity,C13,ค่าเช่าและค่าใช้สินทรัพย์,,27089.851372597903,27089.851372597903,0.0
2025,1,2025-01-01,160628613,C01 ค่าใช้จ่ายตอบแทนแรงงาน,02 ต้นทุนบริการ,NT,2.3 กลุ่มบริการ Connectivity,2,2 International,2.3,2.3 กลุ่มบริการ Connectivity,2 International,2.3 กลุ่มบริการ Connectivity,160628613 2.3 กลุ่มบริการ Connectivity,C01,ค่าใช้จ่ายตอบแทนแรงงาน,,39860.98547411492,39860.98547411492,0.0
2025,1,2025-01-01,160628613,C02 ค่าสวัสดิการ,03 ค่าใช้จ่ายขายและการตลาด,NT,2.3 กลุ่มบริการ Connectivity,2,2 International,2.3,2.3 กลุ่มบริการ Connectivity,2 International,2.3 กลุ่มบริการ Connectivity,160628613 2.3 กลุ่มบริการ Connectivity,C02,ค่าสวัสดิการ,,12011.808776110978,12011.808776110978,0.0
2025,1,2025-01-01,160628613,C06 ค่าใช้จ่ายการตลาดและส่งเสริมการขาย,03 ค่าใช้จ่ายขายและการตลาด,NT,2.3 กลุ่มบริการ Connectivity,2,2 International,2.3,2.3 กลุ่มบริการ Connectivity,2 International,2.3 กลุ่มบริการ Connectivity,160628613 2.3 กลุ่มบริการ Connectivity,C06,ค่าใช้จ่ายการตลาดและส่งเสริมการขาย,,33184.350478204185,33184.350478204185,0.0
2025,1,2025-01-01,160628613,C01 ค่าใช้จ่ายตอบแทนแรงงาน,03 ค่าใช้จ่ายขายและการตลาด,NT,2.3 กลุ่มบริการ Connectivity,2,2 International,2.3,2.3 กลุ่มบริการ Connectivity,2 International,2.3 กลุ่มบริการ Connectivity,160628613 2.3 กลุ่มบริการ Connectivity,C01,ค่าใช้จ่ายตอบแทนแรงงาน,,7233.95204903819,7233.95204903819,0.0
2025,1,2025-01-01,160628613,C14 ต้นทุนขาย,03 ค่าใช้จ่ายขายและการตลาด,NT,2.3 กลุ่มบริการ Connectivity,2,2 International,2.3,2.3 กลุ่มบริการ Connectivity,2 International,2.3 กลุ่มบริการ Connectivity,160628613 2.3 กลุ่มบริการ Connectivity,C14,ต้นทุนขาย,,22498.28597091107,22498.28597091107,0.0
2025,1,2025-01-01,160628613,C05 ค่าสาธารณูปโภค,03 ค่าใช้จ่ายขายและการตลาด,NT,2.3 กลุ่มบริการ Connectivity,2,2 International,2.3,2.3 กลุ่มบริการ Connectivity,2 International,2.3 กลุ่มบริการ Connectivity,160628613 2.3 กลุ่มบริการ Connectivity,C05,ค่าสาธารณูปโภค,,49551.14113816689,49551.14113816689,0.0
2025,1,2025-01-01,160628613,C15 ค่าใช้จ่ายบริการอื่น,04 ค่าใช้จ่ายสนับสนุน,NT,2.3 กลุ่มบริการ Connectivity,2,2 International,2.3,2.3 กลุ่มบริการ Connectivity,2 International,2.3 กลุ่มบริการ Connectivity,160628613 2.3 กลุ่มบริการ Connectivity,C15,ค่าใช้จ่ายบริการอื่น,,28181.182976825505,28181.182976825505,0.0
2025,1,2025-01-01,160628613,C01 ค่าใช้จ่ายตอบแทนแรงงาน,04 ค่าใช้จ่ายสนับสนุน,NT,2.3 กลุ่มบริการ Connectivity,2,2 International,2.3,2.3 กลุ่มบริการ Connectivity,2 International,2.3 กลุ่มบริการ Connectivity,160628613 2.3 กลุ่มบริการ Connectivity,C01,ค่าใช้จ่ายตอบแทนแรงงาน,,34357.024739924134,34357.024739924134,0.0
2025,1,2025-01-01,160628613,C16 ค่าใช้จ่ายดำเนินงานอื่น,04 ค่าใช้จ่ายสนับสนุน,NT,2.3 กลุ่มบริการ Connectivity,2,2 International,2.3,2.3 กลุ่มบริการ Connectivity,2 International,2.3 กลุ่มบริการ Connectivity,160628613 2.3 กลุ่มบริการ Connectivity,C16,ค่าใช้จ่ายดำเนินงานอื่น,,25426.337914211683,25426.337914211683,0.0
2025,1,2025-01-01,160628613,C04 ค่าซ่อมแซมและบำรุงรักษาและวัสดุใช้ไป,04 ค่าใช้จ่ายสนับสนุน,NT,2.3 กลุ่มบริการ Connectivity,2,2 International,2.3,2.3 กลุ่มบริการ Connectivity,2 International,2.3 กลุ่มบริการ Connectivity,160628613 2.3 กลุ่มบริการ Connectivity,C04,ค่าซ่อมแซมและบำรุงรักษาและวัสดุใช้ไป,,27115.0604977976,27115.0604977976,0.0
2025,1,2025-01-01,167646877,R03 รายได้3 Mobile,01 รายได้,NT,3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,3,3 Mobile,3.1,3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,3 Mobile,3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,167646877 3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,R03,รายได้3 Mobile,,0.0,0.0,126162.34380472344
2025,1,2025-01-01,167646877,C15 ค่าใช้จ่ายบริการอื่น,02 ต้นทุนบริการ,NT,3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,3,3 Mobile,3.1,3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,3 Mobile,3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,167646877 3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,C15,ค่าใช้จ่ายบริการอื่น,,13538.939804062877,13538.939804062877,0.0
2025,1,2025-01-01,167646877,C12 ค่าตัดจำหน่ายสิทธิการใช้ตามสัญญาเช่า,02 ต้นทุนบริการ,NT,3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,3,3 Mobile,3.1,3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,3 Mobile,3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,167646877 3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,C12,ค่าตัดจำหน่ายสิทธิการใช้ตามสัญญาเช่า,,40713.600370531494,40713.600370531494,0.0
2025,1,2025-01-01,167646877,C11 ค่าเสื่อมราคาและรายจ่ายตัดบัญชีสินทรัพย์,02 ต้นทุนบริการ,NT,3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,3,3 Mobile,3.1,3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,3 Mobile,3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,167646877 3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,C11,ค่าเสื่อมราคาและรายจ่ายตัดบัญชีสินทรัพย์,,49547.66989031012,49547.66989031012,0.0
2025,1,2025-01-01,167646877,C11 ค่าเสื่อมราคาและรายจ่ายตัดบัญชีสินทรัพย์,03 ค่าใช้จ่ายขายและการตลาด,NT,3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,3,3 Mobile,3.1,3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,3 Mobile,3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,167646877 3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,C11,ค่าเสื่อมราคาและรายจ่ายตัดบัญชีสินทรัพย์,,18768.675447382444,18768.675447382444,0.0
2025,1,2025-01-01,167646877,C13 ค่าเช่าและค่าใช้สินทรัพย์,03 ค่าใช้จ่ายขายและการตลาด,NT,3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,3,3 Mobile,3.1,3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,3 Mobile,3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,167646877 3.1 บริการโทรคมนาคมสื่อสารไร้สาย - Wholesale,C13,ค่าเช่าและค่าใช้สินทรัพย์,,6993.584553701674,6993.584553701674,0.0
